token	global_tfidf_sum
بروزسانی	3.448337
مد	3.446012
gov	3.443281
خطادار	3.442409
اعداد	3.438574
موقتا	3.437697
کف	3.434841
string	3.420249
xml	3.418234
کالای	3.417848
کدهای	3.397486
کاراکترهای	3.397187
پیشنهادهای	3.396011
already	3.389982
تعهدی	3.382582
line	3.380838
windows	3.379388
مطمئن	3.371699
تفاوت	3.365265
Batch	3.364365
تعدیل	3.362479
when	3.360261
رنگ	3.360046
جستجوی	3.355227
عمل	3.345068
موافقت	3.337053
شبانه	3.333938
ریست	3.328331
Not	3.313183
همگام	3.312415
cutoff	3.312321
settings	3.308198
فراموشی	3.306033
گذرواژه	3.301733
LC	3.295101
بفرد	3.294714
حراست	3.289311
جعل	3.285032
یکساله	3.280889
بازنشانی	3.277655
imported	3.274771
ماهه	3.270555
چقدر	3.270433
رند	3.267727
token	3.261342
داخل	3.255983
tab	3.252135
insufficient	3.250704
قضاوتی	3.249915
بنشانی	3.249053
مسکن	3.243182
table	3.228122
جابجا	3.226551
کیمیا	3.225968
تیره	3.223978
jam	3.220757
ضروری	3.220329
نگهداری	3.208087
شقایق	3.206808
پردزاش	3.206461
مهرگان	3.206049
تطبیق	3.205168
ژورنال	3.195044
آماری	3.189332
language	3.186952
دکمه	3.183154
هزار	3.173776
فراز	3.172953
refused	3.171100
خواله	3.165488
core	3.163670
وضیعت	3.159109
گوشی	3.153431
اپلیکیشن	3.137087
سبز	3.133487
com	3.131969
اقدامات	3.131697
ایثارگری	3.129389
host	3.125543
صفحات	3.122798
شکست	3.122723
ار	3.118529
تمبرهای	3.110670
exists	3.107702
pointer	3.107686
وکیل	3.097860
استخدام	3.090931
jpg	3.082388
هیچگونه	3.081815
fnr	3.078639
هریک	3.076955
وراث	3.075241
فیلدها	3.070462
cbi	3.065010
allowed	3.064332
پرنیان	3.058285
کانال	3.052677
ساتنای	3.051296
قوانین	3.050347
off	3.049036
نفرات	3.042777
سوئیفت	3.040670
غیرمنقول	3.037372
DB	3.035397
متوالی	3.034965
مدعی	3.034721
was	3.026807
جوایز	3.025942
transfer	3.022450
model	3.020923
متقاضیان	3.019290
اربعین	3.018217
key	3.017945
بیک	3.013323
مفقودی	3.003578
سرشماره	2.994554
کمتری	2.992718
اختلاف	2.990154
درآمد	2.988264
موسسات	2.986343
مبارزه	2.985321
پروفرمای	2.979936
شغلی	2.962264
primary	2.950294
مجزا	2.949911
near	2.948992
حتما	2.943826
خورده	2.941314
فرآوری	2.937944
ب	2.937188
JOB	2.933279
پرسنل	2.930906
cut	2.927746
Driver	2.921846
تایم	2.919563
اعطاء	2.919474
غیرمجاز	2.904514
سحاب	2.892632
پنجره	2.892175
up	2.880598
کلاهبرداری	2.876161
دامنه	2.861894
تب	2.858802
معمول	2.848479
مسئول	2.845022
document	2.841779
اظهاری	2.840939
بارکد	2.840160
مابقی	2.839078
تقلب	2.838807
مدیران	2.837781
عنایت	2.835978
by	2.834592
ملزومات	2.826606
تأمین	2.825618
خودرو	2.825093
جدیدی	2.822980
جرایم	2.822289
وجوددارد	2.821210
موبایلی	2.816400
صوت	2.803975
مبالغی	2.803203
بدحساب	2.798179
یکباررمز	2.791792
ملاحظات	2.774282
update	2.758573
main	2.758072
respond	2.753575
بلامانع	2.752743
such	2.748559
الگوریتم	2.746717
wssp	2.739144
control	2.734690
occurred	2.733011
پیشخوان	2.727063
دفترچه	2.721852
returned	2.716344
نحوی	2.715815
یادداشت	2.714953
نگین	2.713422
کلیدهای	2.706202
پرینت	2.699805
بازدید	2.699623
miss	2.699406
راهنمای	2.686921
bank	2.686783
ارقام	2.683082
راهنمایی	2.681432
واحدی	2.670851
هایلایت	2.670102
مشمولین	2.659616
رخدادهای	2.658228
URL	2.656232
بالانس	2.652705
invisible	2.645404
اندوخته	2.644813
popup	2.644642
پلکانی	2.644382
درخصوص	2.643707
دوران	2.643155
d	2.637722
محصول	2.636685
نامحدود	2.634122
احیای	2.632107
نگار	2.630653
confirm	2.629916
SP	2.629272
pdf	2.628550
برسد	2.628504
علتی	2.628407
تغییری	2.626805
یکتا	2.626442
کارمند	2.624837
ایمن	2.619267
check	2.617980
converting	2.613811
ورد	2.612819
internet	2.612665
فع	2.608055
The	2.601255
تأیید	2.596396
b	2.594459
حسابجاری	2.593504
filed	2.590639
میلیاردی	2.582185
منوهای	2.575158
حجم	2.570389
نهایتا	2.564293
ایرانیان	2.551095
اجازه	2.551068
موج	2.548847
ده	2.548129
تلفنی	2.547741
عنه	2.538282
state	2.536685
خطاهای	2.528129
مایل	2.527628
sales	2.521509
پدر	2.517102
Long	2.508327
نیک	2.503714
column	2.500129
کبیسه	2.497031
تحریری	2.495723
پارامتر	2.490661
تشکیل	2.486690
بند	2.477150
flow	2.472974
over	2.472974
تقسیطی	2.472020
میلادی	2.471796
آپ	2.465422
دوبل	2.464048
Y	2.451624
match	2.446579
حدپرداخت	2.443392
چکهایی	2.434108
معناست	2.425798
موسسه	2.423566
اجرایی	2.421650
اجتماعی	2.419633
محض	2.416600
تراکنشی	2.416196
پارت	2.415750
احتمالی	2.413168
جذب	2.408815
short	2.396447
بنا	2.395819
ورزشی	2.395050
الگوی	2.392618
طرق	2.391669
ثانیه	2.386689
ابزار	2.383776
ماهیانه	2.382612
srv	2.380343
بلی	2.378324
رنج	2.378038
dst	2.375355
متناظر	2.374523
بعلاوه	2.370924
زده	2.370351
فعالیتهایی	2.366995
unrecognized	2.365375
مطلع	2.362286
ماموریتی	2.359310
پ	2.359303
دفتر	2.349299
فونت	2.341185
MCB	2.339584
سیاق	2.337152
آطلاعات	2.336530
نامساوی	2.330887
رخداد	2.329443
اینگونه	2.328078
Error	2.323882
الحاقیه	2.322268
امضادار	2.311180
پیشرفت	2.306122
with	2.303207
قبولی	2.298835
واردات	2.297287
د	2.291222
نقدینگی	2.286162
ACH	2.285550
post	2.282979
تدارکات	2.281714
کرونا	2.281005
پویای	2.272827
ادعا	2.267820
رکوردها	2.264343
requested	2.261616
زیربخش	2.259749
method	2.255155
secure	2.253768
محضری	2.247527
مشاهد	2.244777
صلاحیت	2.243549
صبح	2.237016
جواز	2.236744
سطرها	2.233424
arc	2.233040
تابش	2.231897
کادر	2.230585
الباقی	2.218015
توقف	2.216659
index	2.213259
روشها	2.207587
کارگزارهای	2.207189
handle	2.204101
صد	2.201438
مگابانک	2.198793
علامت	2.197056
کفایت	2.191369
DD	2.191224
MM	2.191224
YYYY	2.191224
additional	2.191224
panel	2.191224
region	2.191224
یاد	2.190959
والد	2.190230
بهسازان	2.185250
پردارش	2.179711
exist	2.177493
more	2.171854
رمزنگار	2.171518
تسهلات	2.170982
کاربرد	2.167073
مکتوب	2.158255
directory	2.158180
ve	2.157782
CRS	2.156485
printer	2.156172
image	2.156043
peer	2.151402
Response	2.149663
سرفصلهای	2.149420
item	2.149107
روزی	2.143439
مستلزم	2.142406
شناصه	2.135021
همکار	2.128281
عدمر	2.127992
اطلاعا	2.126982
حسابهایی	2.126685
متوقف	2.125100
امضاها	2.121417
غیرفعالسازی	2.120595
send	2.120048
امضاهای	2.118845
نقض	2.116202
corresponding	2.113298
امروز	2.112971
instance	2.112251
حوادث	2.109172
اخد	2.109139
فشرده	2.105638
قرداد	2.103087
e	2.099150
شوندگی	2.098545
حالیکه	2.098103
make	2.096924
reached	2.095425
crs	2.095283
ITRS	2.089339
مقایسه	2.084969
بعلت	2.081316
قوامین	2.081127
کوثر	2.081127
پرداختهای	2.079638
مور	2.079404
تملیک	2.078381
ایستا	2.075335
شرکا	2.071634
کروم	2.071126
جد	2.070200
هستید	2.068550
مسئولیت	2.064304
هامون	2.056386
ویندوز	2.052464
بطور	2.045388
تضمینات	2.042950
برمی	2.036630
اسلامی	2.035628
جمهوری	2.035628
بدهد	2.033992
اخرین	2.031193
دیتا	2.030143
پیغامی	2.029780
ok	2.027640
استثنا	2.024420
تخطی	2.023816
تکرار	2.021216
الف	2.010936
کدامیک	2.010871
range	2.003293
مدتدار	1.999523
استانها	1.999067
have	1.997432
expected	1.994735
تنهایی	1.993600
اهلیت	1.991627
عم	1.987290
رفته	1.979185
password	1.978152
دلار	1.976153
other	1.975192
کشاورزی	1.972902
نهضت	1.969346
بلافاصله	1.968812
while	1.967442
connect	1.960533
باقی	1.960224
پرتال	1.958798
تی	1.954279
پسوند	1.953023
دستورالعمل	1.949220
پرداز	1.945739
اختلال	1.945484
مضنون	1.941772
نشانی	1.934569
ptw	1.933451
IR	1.931263
remote	1.931093
end	1.930608
argument	1.929742
اجاره	1.917305
کدحسابگری	1.915566
افزودن	1.911114
execution	1.909893
updating	1.908373
خانوار	1.906088
ارتباطی	1.905089
آموزش	1.904313
صاحبین	1.903778
مفاد	1.903506
بهادارالکترونیک	1.903232
هشدار	1.897256
تاییده	1.895341
چرخه	1.893935
سودی	1.891900
م	1.891618
دائم	1.891467
کارتخوان	1.890288
نماچک	1.889967
درست	1.881990
ازمحل	1.881750
device	1.880381
i	1.880147
مقداری	1.880140
اقتصاد	1.879305
انصار	1.879305
حکمت	1.879305
vpos	1.878740
شمسی	1.873108
رنگی	1.872979
العمل	1.870468
موظف	1.870229
فرزندآوری	1.866582
مستقر	1.858893
it	1.856302
اسمی	1.845253
حیات	1.839971
پرداش	1.839418
nama	1.838551
یکپارچه	1.837505
pay	1.836162
use	1.835892
بروات	1.835124
ssl	1.832521
tax	1.830778
CASHLESS	1.830328
یادشده	1.829705
intranet	1.827658
o	1.827290
سریالی	1.824507
یافتن	1.824048
تجارت	1.823776
بگیرد	1.822636
صف	1.820777
سپری	1.816166
نمایندگی	1.813278
سکونت	1.813221
مردمی	1.813132
تاثیر	1.811535
واجد	1.811117
مهندسی	1.809954
base	1.809878
buicap	1.807996
مدنظر	1.807623
must	1.807521
variable	1.805994
وقت	1.805333
سنی	1.800654
ایفا	1.800630
T	1.794392
برعکس	1.793685
پرازش	1.792606
تقاضا	1.790983
ایام	1.789247
تعاون	1.788106
هدر	1.787064
all	1.785927
بازآوری	1.784831
جست	1.784442
جو	1.784442
دیداری	1.783850
سیم	1.781578
روزه	1.780382
قبضی	1.780025
املاک	1.777572
بدهیهای	1.770790
open	1.766819
متقابل	1.766135
برسی	1.761514
مبتنی	1.758415
Can	1.754998
denied	1.754642
level	1.752033
top	1.752033
ابتدایی	1.745554
ضوابط	1.742363
تروریسم	1.737554
آسان	1.737075
ودیعه	1.735689
scanner	1.733970
مختلفی	1.733174
متنی	1.731374
خطوط	1.727706
معامله	1.726650
خاصی	1.722831
مترقبه	1.721945
فله	1.721603
wrong	1.719671
دلخواه	1.719535
صادرات	1.717220
transaction	1.715836
find	1.707934
کشف	1.706814
خریدهای	1.705077
its	1.703085
HTML	1.702808
public	1.702808
double	1.701629
تومان	1.696579
نیار	1.694373
کاهنده	1.692046
allow	1.691808
Login	1.689438
ج	1.686690
فراخواننده	1.682487
dmndpsd	1.682334
هردو	1.681932
security	1.680127
برگزیده	1.679849
ملک	1.675476
سرسید	1.675004
هفته	1.669128
صدورحواله	1.668573
قیمت	1.666446
آستانه	1.665896
txt	1.664761
باکدام	1.664578
ngfs	1.657220
بدست	1.652942
برسام	1.649157
تادیه	1.646630
بستر	1.643469
کارایی	1.637028
abject	1.635212
مسائل	1.631937
مارجین	1.630946
درگاهی	1.630729
هماهنگ	1.630247
دقیق	1.629564
ادراه	1.629158
upload	1.624922
زیارت	1.623585
network	1.621789
نقطه	1.621269
صالحه	1.619709
تایپ	1.619102
یکم	1.618890
pos	1.618313
بایست	1.613553
سبدگردان	1.613434
sinap	1.610063
اثری	1.609589
dll	1.608030
نا	1.606947
E	1.606717
SYS	1.605451
parameter	1.601632
طبقات	1.600424
actual	1.598550
شغل	1.598148
کارتهایی	1.597481
گرو	1.597232
لینک	1.595872
default	1.592741
شبه	1.591010
develop	1.589946
موصوف	1.586758
فصل	1.579728
توضیح	1.577867
doc	1.577319
prohibited	1.577319
وسریال	1.576031
خودروهای	1.575318
آیلنس	1.573980
پشتوانه	1.573153
درسیستم	1.571566
کارسازی	1.571459
acnts	1.570059
entitlement	1.570059
oprs	1.570059
مخالف	1.569361
do	1.566112
my	1.565602
zip	1.563203
چاپی	1.561919
متشکل	1.560759
پن	1.560494
بنابر	1.559553
ready	1.557795
bmnref	1.555855
mng	1.555855
snrrefuser	1.555855
ریترکتی	1.554966
ثنا	1.553952
بذکر	1.553346
reach	1.553105
either	1.551719
حمایت	1.550194
faild	1.549442
بازبینی	1.546855
samt	1.545404
ببندید	1.545066
list	1.544364
رتوتایپ	1.544041
آفلاین	1.543507
مندرجات	1.542675
شاپ	1.541632
راستای	1.540411
نرم	1.538046
mellat	1.535254
ممنوعیت	1.535036
نیم	1.534236
مودر	1.528360
f	1.527727
پیشین	1.522163
مشخصی	1.522106
تمدیدی	1.521629
تردد	1.521272
رایانه	1.520745
گذار	1.519465
dmsv	1.517382
فیلتر	1.517306
بماند	1.514318
شرکتها	1.513980
responding	1.513028
عضو	1.512730
فرمائید	1.512006
گرد	1.511378
واسط	1.511375
DpstAcnts	1.506960
USRINTRN	1.505041
رمزگشا	1.496083
قایل	1.495078
خریدی	1.489764
used	1.484731
تحقق	1.484707
سایپا	1.482647
DLL	1.481931
arz	1.481062
دوساله	1.480733
دریافتنی	1.480703
بانکدار	1.479185
text	1.477044
درختی	1.474682
Closed	1.473654
Gracefully	1.473654
REST	1.473654
برگهای	1.471402
بازنشستگی	1.469041
space	1.467861
ticntbs	1.466190
آیتم	1.463864
سوپروایزر	1.463547
جنسیت	1.462621
List	1.460915
bound	1.460915
شمارنده	1.458873
دوطرفه	1.457209
one	1.456634
زود	1.451584
اکیدا	1.451490
اظهار	1.447643
زرد	1.447065
رشته	1.446628
سازندگی	1.445892
username	1.443055
PC	1.440645
آورده	1.438658
روسای	1.437618
اتوماتیک	1.436093
Class	1.435789
Register	1.435789
کارگزاران	1.433813
تابعه	1.433705
arch	1.432556
too	1.426870
pin	1.426443
لاگ	1.425793
وثبت	1.425521
pop	1.419609
پاسخگوی	1.418064
Microsoft	1.414236
بررس	1.404361
ظهر	1.401366
load	1.401310
ابهام	1.399886
نفع	1.398866
page	1.397195
سنوات	1.396009
LOGIN	1.393037
عملکردی	1.390798
na	1.389051
رشید	1.388115
کاست	1.386417
we	1.386003
بازخریدی	1.383684
RRN	1.382963
زیرمجموعه	1.379967
Additional	1.378979
Control	1.378979
Formats	1.378979
Numbers	1.378979
Panel	1.378979
Region	1.378979
Use	1.378979
digits	1.378979
native	1.378979
روزکاری	1.378092
همچین	1.377494
دانلود	1.376831
کنسولی	1.376491
reason	1.375520
خرابی	1.374968
س	1.374658
کنون	1.373487
سررسیدهای	1.372401
پاکت	1.371510
طلاعات	1.370529
مراکز	1.369338
بور	1.367938
locked	1.366815
that	1.366751
گشا	1.366723
expression	1.364181
MQ	1.363713
دیجیتال	1.363653
خاموش	1.363021
class	1.361866
pad	1.360985
auto	1.360036
وندیای	1.355899
فواصل	1.352476
زیارتی	1.348940
متولی	1.347391
اندار	1.345804
dmnsrvcs	1.344600
lite	1.342308
بازگشت	1.332210
بازار	1.332121
بالاترین	1.330332
منشاهای	1.324173
HTTPS	1.323576
ncb	1.319651
log	1.318146
اظهارات	1.317059
بزند	1.316180
پروفایل	1.315430
ضریب	1.315008
new	1.314318
پروژه	1.313728
امنیت	1.312717
ظفر	1.310991
تقاضای	1.309214
درغیر	1.307475
دفعی	1.302656
بنابرین	1.301546
نارا	1.300497
سیب	1.298977
احتمالا	1.297555
ازچه	1.294464
امن	1.294313
وسیله	1.293817
url	1.292608
کیهان	1.289815
روشن	1.287014
کشتیرانی	1.284002
local	1.283485
مخدوش	1.283475
سطوح	1.283297
loaded	1.280923
کنسرسیوم	1.280396
تعین	1.278662
مجنون	1.276254
mach	1.275325
ممورد	1.274406
کیلک	1.274406
وحسابگری	1.273896
دال	1.273003
منافع	1.273003
جایزه	1.271520
ک	1.269325
jashma	1.268492
tgacmla	1.268492
length	1.267213
dt	1.264718
ملاحظه	1.263806
unable	1.261371
کارنامه	1.259867
cant	1.258735
بکشید	1.258285
اینکار	1.258021
تماسهای	1.254946
Accont	1.254163
Dpst	1.254163
LGCIPAC	1.254163
Registration	1.254163
srvRial	1.254163
ساقط	1.252813
selected	1.251721
پیچکی	1.248913
روزرسانی	1.248320
EXECUTE	1.244920
OPEN	1.244920
National	1.244570
cost	1.243272
آنرا	1.241275
CLV	1.236924
قراراد	1.236763
مقتضی	1.236472
مشغول	1.233128
حصول	1.232526
درهمان	1.232505
are	1.232422
فرمول	1.230918
رسان	1.229493
حادثه	1.228956
یکصد	1.227049
function	1.225605
variants	1.222073
محدودیتی	1.220778
همای	1.219211
انبار	1.218815
التفاوت	1.218006
غیرقابل	1.217981
report	1.217362
تدبیر	1.217347
متهم	1.215081
محرمانه	1.212805
کابر	1.211572
حدو	1.209874
قیم	1.206325
Blocked	1.204615
Spam	1.204615
عواقب	1.204126
نامجاز	1.201609
element	1.201388
صبحگاهی	1.201132
unexpected	1.199476
status	1.198773
سداد	1.198615
نظارتی	1.197025
دورن	1.195487
been	1.194028
اتخاذ	1.193856
نامرتب	1.191019
trans	1.190789
pishkhan	1.189429
information	1.188401
ستعلام	1.186971
عضویت	1.186895
card	1.185587
بنیان	1.183755
امتیازات	1.183169
record	1.182512
درصدهای	1.181856
خارجه	1.180593
بازنشستگان	1.180538
ac	1.179493
پلاک	1.176931
بمانند	1.176588
فرآیندهای	1.175120
خوش	1.172589
حاظر	1.171165
unique	1.170516
شکل	1.168761
کرونایی	1.166932
معاونین	1.166609
قراراداد	1.165943
paper	1.165726
bi	1.162292
cor	1.159609
detected	1.158527
رجیستری	1.157723
context	1.157313
ازلاعات	1.155218
بازپرداختها	1.152793
again	1.151721
bop	1.148748
NGFSUSR	1.148628
UMBNGD	1.148628
JOBUSR	1.148628
ناحیه	1.144717
شودو	1.142623
انواعی	1.141296
بدانند	1.141296
پناهندگی	1.141296
کلمات	1.137155
درحساب	1.134638
cvv	1.134099
حائز	1.133360
establish	1.132771
منصرف	1.132687
شهرها	1.131919
ship	1.131882
spunut	1.129842
IT	1.129751
وراثت	1.128164
فرودگاه	1.126032
you	1.126009
بازده	1.125338
p	1.123581
unit	1.123197
disabled	1.122478
dd	1.122402
mm	1.122402
yyyy	1.122402
نظام	1.121035
hris	1.116292
هنکام	1.115870
ظاهر	1.115763
کماکان	1.114978
fnrcomopr	1.112881
مگنت	1.111869
کلیدها	1.110339
برپاسازی	1.110003
انطباق	1.108914
سازها	1.108914
مباشر	1.108742
بازگردانده	1.108535
فشردن	1.104185
مر	1.104056
خوانا	1.103772
sbo	1.103318
کیوسک	1.100198
CB	1.099048
j	1.097215
بالادستی	1.096575
olestr	1.096573
بروی	1.096088
دقیقا	1.095295
uractav	1.095268
مثلث	1.094635
خودم	1.093491
امکانی	1.093258
دربرقراری	1.092036
s	1.091572
متمرکر	1.091177
بهان	1.090209
پاپ	1.088639
نیمایی	1.088104
return	1.087565
CS	1.087561
DIRAN	1.087561
facility	1.087210
ابهامات	1.085056
زیرفعالیت	1.082228
dose	1.081044
نقشی	1.079920
order	1.079449
چهت	1.078870
there	1.078427
نامی	1.077704
سما	1.077088
اندک	1.076104
شماه	1.075991
پوزهای	1.074335
اقرارنامه	1.073910
دارایی	1.073618
خواندنی	1.073326
بهرمند	1.071526
واگذری	1.071520
trust	1.069581
نمراتور	1.066806
busy	1.064976
نقل	1.063875
dms	1.063618
communication	1.061451
CLR	1.060139
rpt	1.059777
رهن	1.059315
همزمانی	1.059204
narenjestan	1.058116
ارزها	1.055894
کمترین	1.055091
محاسبات	1.054203
برعهده	1.053037
الزام	1.052832
فلش	1.052140
Is	1.051425
وثایقی	1.051125
fnrbankcheq	1.050774
srvbankcheqe	1.050774
phys	1.050084
وصل	1.049598
نسیه	1.047448
مالیات	1.044493
پور	1.042970
ERROR	1.041537
دردست	1.040031
ارزنده	1.038032
ahead	1.034824
تیکت	1.034719
درشعبه	1.034113
فولدر	1.033631
بلعکس	1.033183
احیا	1.032020
ام	1.030055
انتهایی	1.029602
عمودی	1.029490
کیبورد	1.028103
باطل	1.026870
haj	1.026243
جعاله	1.026057
ترخیص	1.025949
fcbnkr	1.024080
eers	1.023722
unexecute	1.022167
مناقصه	1.021500
الزامات	1.021044
fond	1.020956
بارنامه	1.018867
کدشهاب	1.017637
خرد	1.016605
فراسود	1.015252
قضائیه	1.011947
قوه	1.011947
IC	1.011595
کاراکترها	1.011097
download	1.010472
عکسی	1.010240
اینتر	1.009546
اپراتور	1.009204
مورخه	1.008795
ترمینالی	1.006930
stored	1.005301
write	1.003628
پولگذاری	1.002231
سفر	1.001611
یاس	1.000401
ناموجود	0.998083
همسر	0.997742
گسری	0.996974
منطبق	0.996328
ریسک	0.995754
حصر	0.994743
query	0.993619
javax	0.992801
وامکان	0.991504
خودپردازی	0.989588
help	0.989073
fgdcprl	0.988742
ذنجیره	0.988129
مسدوی	0.988071
TYPE	0.986794
expired	0.986439
اشاره	0.984665
privilege	0.980701
odbc	0.980007
امانی	0.978497
گذر	0.977614
بستگان	0.977557
متوفیان	0.977179
تمدیدهای	0.976629
سرعت	0.976362
سهولت	0.976362
نامفهوم	0.975962
اقدم	0.974268
بازمی	0.973050
شناور	0.972219
ستاک	0.971532
مختص	0.971385
شنابی	0.971375
سامیار	0.970678
running	0.970293
expecting	0.968675
انها	0.968288
GPRS	0.968012
یگردد	0.967857
pointed	0.967189
un	0.966700
کدپرسنلی	0.965898
مستطیلی	0.965515
رع	0.962504
سنت	0.961712
مبنا	0.961171
save	0.961101
draft	0.960775
مخصوص	0.960350
جایگرین	0.957496
browse	0.957115
یکتای	0.956607
سوئیفتی	0.955874
شرکاء	0.951768
ناپذیر	0.951453
فقدان	0.951172
نمائید	0.951025
سیل	0.950857
بقیه	0.950608
dina	0.949723
دینا	0.949723
کالایی	0.949301
CBD	0.948829
display	0.948376
ه	0.947923
خودتان	0.947752
صنفی	0.946782
محاکم	0.945885
search	0.945640
بدرستی	0.944962
کارمزدهایی	0.943907
پاسپورت	0.943897
یکماه	0.942326
بچ	0.940876
نصاب	0.940494
مشارکتی	0.939906
احوالی	0.939182
محاسباتی	0.938761
پنجاه	0.938551
سندهای	0.937427
بیس	0.937421
تاثیری	0.935232
خوددریافت	0.934640
refresh	0.934027
افقی	0.933491
تمایل	0.930830
protocol	0.929633
دشارژهای	0.929221
ظرف	0.928962
srvcs	0.926843
اصناف	0.926238
flouting	0.925397
رایگان	0.924350
ایفای	0.923847
لطلاعات	0.922802
dtd	0.922698
sana	0.922560
refahi	0.922078
light	0.920539
silver	0.920539
کارهای	0.920080
صورتحسابی	0.917531
مقابل	0.916821
زلزله	0.916301
تاک	0.915210
ادرس	0.914412
seem	0.913879
فعالی	0.912462
job	0.912283
ماند	0.912093
موردجهت	0.911320
جرائم	0.910873
تقویمی	0.909589
شهریور	0.907456
شعبی	0.907437
مواقع	0.907381
بخواهد	0.907148
Connection	0.906842
علیرغم	0.906813
dpsbacnts	0.906355
frvdransajtionopdratio	0.906355
کلیدی	0.906100
but	0.906073
آگاه	0.905940
ایستای	0.905121
حامی	0.904605
هرکدام	0.901258
روستایی	0.900793
تحقیقات	0.899729
web	0.898133
یورو	0.897869
نسل	0.894248
mcls	0.893624
نیازهای	0.892251
dcsn	0.892146
Lock	0.891723
فرابوم	0.890919
pb	0.890893
posrequest	0.890893
پرشین	0.890047
callback	0.889904
پویان	0.888872
آیکون	0.885766
چطور	0.885571
منعی	0.884468
زائر	0.883747
استناد	0.882767
مزایده	0.882545
bad	0.882123
اسند	0.881531
درایو	0.881462
بازکرده	0.881340
خبری	0.881109
سرجمع	0.881064
CC	0.880844
روزها	0.879874
قعطی	0.879407
یه	0.879214
گوگل	0.878728
dmndpstacnts	0.877287
وضعیتی	0.876818
cttpl	0.875577
منزله	0.875329
آپلود	0.872932
sms	0.868000
شهری	0.867154
رکوردهای	0.866539
حیطه	0.866324
نامرتبط	0.866324
established	0.862953
ردد	0.861910
میگ	0.861910
عوارض	0.861889
آغاز	0.861769
run	0.861726
اسفند	0.860242
iban	0.859977
sheba	0.859977
ws	0.859977
سایز	0.859773
دیده	0.858971
صدم	0.856321
properly	0.855630
nibn	0.854449
مولد	0.851986
جانشینی	0.851612
کلیدایجاد	0.851389
ائم	0.850690
process	0.849667
سوءاثر	0.849593
کدشناسایی	0.849358
عنوانی	0.849201
تاجر	0.848027
please	0.847221
خانه	0.846322
ایرانسل	0.845083
اضطراری	0.843882
سفارشهای	0.843796
مقاطع	0.841495
عضوی	0.841289
چناچه	0.840845
disi	0.839574
jamshma	0.839574
سررسیده	0.837672
restart	0.835952
الجرا	0.834213
نماد	0.832454
large	0.832424
ن	0.832195
باشگاه	0.831649
مابین	0.830362
مقررات	0.828875
اطلاعتی	0.826328
رمزهای	0.825860
ذکراست	0.825809
وانجام	0.823937
mfa	0.821777
متوسط	0.821129
تقریبی	0.820452
فراخوانده	0.820164
collection	0.819394
ordinal	0.819394
available	0.818943
لاوصول	0.817719
ریترکت	0.815593
غیرجاری	0.814974
rang	0.814085
ممنوعیتی	0.813946
ونظارت	0.813667
کوپن	0.811750
سامان	0.810452
stopped	0.809999
working	0.809999
نی	0.809871
زد	0.808906
همچینین	0.806927
constraint	0.805633
member	0.805612
لوکال	0.804588
نوشتن	0.803772
id	0.803610
الویت	0.802979
کارکتر	0.801873
issue	0.801534
سابق	0.799810
شمراه	0.799378
الزامیست	0.796289
photo	0.795912
office	0.795705
رزرو	0.795299
روبرو	0.794554
true	0.792519
P	0.791719
فرزندان	0.791496
حطای	0.790967
ندراد	0.790852
منوها	0.790802
فایرفاکس	0.790690
dataset	0.789477
require	0.789458
تقسیم	0.789354
دادگاه	0.789344
موکل	0.787543
Could	0.786940
enable	0.786839
مهیا	0.785981
تلقی	0.784459
رایتل	0.783415
will	0.783236
رداشت	0.782434
معمولا	0.781036
manage	0.780973
سریالهای	0.780414
متعلقه	0.780150
trstats	0.779149
حسابگریC	0.779039
استثنای	0.777455
mojavez	0.777452
سیام	0.777183
سجام	0.776536
power	0.776086
csd	0.776020
cod	0.773970
کپی	0.770691
محدده	0.769843
Web	0.769468
چارچوب	0.768664
تقدم	0.768487
ررفع	0.768384
آکروبات	0.767751
teller	0.766989
treasury	0.766989
بازنشسته	0.766562
براین	0.766241
click	0.765417
external	0.765353
وصعیت	0.765313
تفاهمه	0.765300
دستمزد	0.764992
اطاعات	0.763606
دوبعدی	0.761833
پیوند	0.761561
نگرفته	0.761157
mobile	0.760989
ازاین	0.760187
ملیت	0.759877
ضروریست	0.759431
فعلا	0.758877
صنعت	0.757710
پارسیان	0.756169
want	0.755859
صلاحدید	0.755698
Set	0.755408
منعکس	0.754969
گردشهای	0.753893
فاز	0.753816
able	0.752987
صفا	0.752907
کتبی	0.752631
forbidden	0.752084
failure	0.750801
ورژن	0.750017
بازگرداندن	0.749798
موردن	0.748487
currently	0.747867
لست	0.747404
پیغم	0.746089
قراردارد	0.745214
واقعا	0.744885
FL	0.744841
farasood	0.742720
mb	0.742720
ودر	0.742457
دراین	0.741521
inter	0.741230
balance	0.740214
تولیدکنندگان	0.740205
bill	0.739564
خودضامنی	0.739233
بارپرداخت	0.738653
communicate	0.738078
داره	0.737565
همنام	0.737341
سالی	0.736404
پارامتری	0.735998
آوردن	0.735134
frm	0.735082
exit	0.734992
authorization	0.734778
xxxx	0.734430
OLA	0.733678
متجاوز	0.733678
certificate	0.731977
instant	0.730287
dac	0.730020
fake	0.730020
fire	0.730020
fnrComOpr	0.729901
oprCGLM	0.729901
incorrect	0.728674
خدمتی	0.728160
کیفرخواست	0.727861
bastam	0.727010
مشاده	0.726552
iranianasnaf	0.725479
ق	0.724941
pm	0.724334
استثناء	0.724050
محیطی	0.722465
